service,nta_code,pickup_date,count,avg_ppl_per_acre,median_median_income,median_median_age,avg_households,avg_population
uber,QN68,2015-05-26,1.0,37.0,28378.0,33.0,7423.0,20030.0
uber,QN68,2015-05-27,2.0,37.0,28378.0,33.0,7423.0,20030.0
uber,QN68,2015-05-30,1.0,37.0,28378.0,33.0,7423.0,20030.0
uber,QN68,2015-05-31,1.0,37.0,28378.0,33.0,7423.0,20030.0
uber,QN68,2015-06-01,1.0,37.0,28378.0,33.0,7423.0,20030.0
uber,QN68,2015-06-05,1.0,37.0,28378.0,33.0,7423.0,20030.0
uber,QN68,2015-06-06,1.0,37.0,28378.0,33.0,7423.0,20030.0
uber,QN68,2015-06-07,3.0,37.0,28378.0,33.0,7423.0,20030.0
uber,QN68,2015-06-09,1.0,37.0,28378.0,33.0,7423.0,20030.0
uber,QN68,2015-06-10,1.0,37.0,28378.0,33.0,7423.0,20030.0
uber,QN68,2015-06-11,1.0,37.0,28378.0,33.0,7423.0,20030.0
uber,QN68,2015-06-13,3.0,37.0,28378.0,33.0,7423.0,20030.0
uber,QN68,2015-06-16,1.0,37.0,28378.0,33.0,7423.0,20030.0
uber,QN68,2015-06-18,1.0,37.0,28378.0,33.0,7423.0,20030.0
uber,QN68,2015-06-19,2.0,37.0,28378.0,33.0,7423.0,20030.0
uber,QN68,2015-06-21,1.0,37.0,28378.0,33.0,7423.0,20030.0
uber,QN68,2015-06-23,1.0,37.0,28378.0,33.0,7423.0,20030.0
uber,QN68,2015-06-25,1.0,37.0,28378.0,33.0,7423.0,20030.0
uber,QN68,2015-06-26,1.0,37.0,28378.0,33.0,7423.0,20030.0
uber,QN68,2015-06-27,2.0,37.0,28378.0,33.0,7423.0,20030.0
uber,QN68,2015-06-28,3.0,37.0,28378.0,33.0,7423.0,20030.0
uber,QN68,2015-06-30,1.0,37.0,28378.0,33.0,7423.0,20030.0
uber,QN70,2015-01-03,2.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-01-07,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-01-11,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-01-12,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-01-13,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-01-14,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-01-15,2.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-01-16,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-01-23,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-01-31,2.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-02-07,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-02-13,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-02-14,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-02-15,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-02-20,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-02-21,2.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-02-24,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-02-28,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-03-06,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-03-08,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-03-22,2.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-03-23,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-03-24,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-03-25,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-03-29,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-04-02,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-04-03,2.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-04-04,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-04-05,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-04-07,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-04-12,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-04-14,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-04-17,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-04-19,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-04-20,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-04-21,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-04-23,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-04-24,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-04-28,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-04-29,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-04-30,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-05-01,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-05-05,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-05-06,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-05-09,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-05-10,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-05-11,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-05-14,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-05-17,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-05-18,2.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-05-19,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-05-22,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-05-23,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-05-24,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-05-29,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-05-30,2.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-05-31,2.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-06-01,2.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-06-02,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-06-04,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-06-05,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-06-07,2.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-06-08,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-06-09,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-06-12,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-06-14,2.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-06-15,2.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-06-19,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-06-21,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-06-23,2.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-06-27,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-06-29,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN70,2015-06-30,1.0,87.3,54882.0,34.0,34310.0,78793.0
uber,QN71,2015-01-09,2.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-01-10,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-01-21,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-01-25,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-02-03,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-02-04,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-02-09,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-02-11,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-02-21,2.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-03-04,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-03-08,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-03-14,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-03-28,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-03-29,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-04-08,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-04-18,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-04-28,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-05-11,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-05-18,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-05-24,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-05-26,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-05-29,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-06-02,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-06-04,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-06-06,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-06-15,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-06-20,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-06-25,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-06-26,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN71,2015-06-27,1.0,76.7,46840.0,33.0,11318.0,27814.0
uber,QN72,2015-01-05,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-01-06,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-01-09,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-01-10,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-01-11,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-01-13,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-01-17,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-01-18,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-01-23,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-01-24,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-01-25,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-01-27,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-01-30,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-01-31,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-02-03,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-02-05,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-02-12,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-02-16,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-02-26,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-02-28,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-03-02,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-03-05,2.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-03-12,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-03-13,2.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-03-14,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-03-17,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-03-20,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-03-23,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-03-26,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-03-27,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-04-05,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-04-12,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-04-13,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-04-17,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-04-20,2.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-04-25,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-04-28,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-05-01,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-05-04,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-05-07,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-05-08,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-05-10,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-05-15,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-05-17,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-05-18,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-05-20,2.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-05-22,2.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-05-23,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-05-24,2.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-05-26,2.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-05-29,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-06-04,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-06-05,2.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-06-08,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-06-09,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-06-17,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-06-29,2.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN72,2015-06-30,1.0,36.8,60618.0,36.0,19936.0,47534.0
uber,QN76,2015-01-15,1.0,35.7,59357.0,35.0,10730.0,34603.0
uber,QN76,2015-01-16,1.0,35.7,59357.0,35.0,10730.0,34603.0
uber,QN76,2015-03-17,1.0,35.7,59357.0,35.0,10730.0,34603.0
uber,QN76,2015-05-07,1.0,35.7,59357.0,35.0,10730.0,34603.0
uber,QN76,2015-06-04,1.0,35.7,59357.0,35.0,10730.0,34603.0
uber,QN76,2015-06-22,1.0,35.7,59357.0,35.0,10730.0,34603.0
uber,QN98,2015-01-01,1.0,,,,,
uber,QN98,2015-01-02,1.0,,,,,
uber,QN98,2015-01-03,3.0,,,,,
uber,QN98,2015-01-04,4.0,,,,,
uber,QN98,2015-01-05,3.0,,,,,
uber,QN98,2015-01-06,1.0,,,,,
uber,QN98,2015-01-07,4.0,,,,,
uber,QN98,2015-01-08,1.0,,,,,
uber,QN98,2015-01-09,4.0,,,,,
uber,QN98,2015-01-11,2.0,,,,,
uber,QN98,2015-01-12,3.0,,,,,
uber,QN98,2015-01-14,2.0,,,,,
uber,QN98,2015-01-15,1.0,,,,,
uber,QN98,2015-01-18,1.0,,,,,
uber,QN98,2015-01-19,5.0,,,,,
uber,QN98,2015-01-20,1.0,,,,,
uber,QN98,2015-01-22,7.0,,,,,
uber,QN98,2015-01-23,2.0,,,,,
uber,QN98,2015-01-24,1.0,,,,,
uber,QN98,2015-01-25,1.0,,,,,
uber,QN98,2015-01-26,3.0,,,,,
uber,QN98,2015-01-27,1.0,,,,,
uber,QN98,2015-01-28,4.0,,,,,
uber,QN98,2015-01-29,5.0,,,,,
uber,QN98,2015-01-30,3.0,,,,,
uber,QN98,2015-01-31,2.0,,,,,
uber,QN98,2015-02-01,2.0,,,,,
uber,QN98,2015-02-02,1.0,,,,,
uber,QN98,2015-02-03,3.0,,,,,
uber,QN98,2015-02-05,4.0,,,,,
uber,QN98,2015-02-06,1.0,,,,,
uber,QN98,2015-02-07,1.0,,,,,
uber,QN98,2015-02-08,2.0,,,,,
uber,QN98,2015-02-09,1.0,,,,,
uber,QN98,2015-02-10,2.0,,,,,
uber,QN98,2015-02-11,2.0,,,,,
uber,QN98,2015-02-12,6.0,,,,,
uber,QN98,2015-02-13,2.0,,,,,
uber,QN98,2015-02-15,2.0,,,,,
uber,QN98,2015-02-16,6.0,,,,,
uber,QN98,2015-02-17,1.0,,,,,
uber,QN98,2015-02-18,4.0,,,,,
uber,QN98,2015-02-19,3.0,,,,,
uber,QN98,2015-02-20,2.0,,,,,
uber,QN98,2015-02-22,3.0,,,,,
uber,QN98,2015-02-23,4.0,,,,,
uber,QN98,2015-02-24,3.0,,,,,
uber,QN98,2015-02-25,3.0,,,,,
uber,QN98,2015-02-26,1.0,,,,,
uber,QN98,2015-02-27,4.0,,,,,
uber,QN98,2015-02-28,3.0,,,,,
uber,QN98,2015-03-02,3.0,,,,,
uber,QN98,2015-03-03,2.0,,,,,
uber,QN98,2015-03-04,2.0,,,,,
uber,QN98,2015-03-05,1.0,,,,,
uber,QN98,2015-03-06,5.0,,,,,
uber,QN98,2015-03-07,3.0,,,,,
uber,QN98,2015-03-08,2.0,,,,,
uber,QN98,2015-03-09,2.0,,,,,
uber,QN98,2015-03-10,3.0,,,,,
uber,QN98,2015-03-11,3.0,,,,,
uber,QN98,2015-03-12,2.0,,,,,
uber,QN98,2015-03-13,4.0,,,,,
uber,QN98,2015-03-14,2.0,,,,,
uber,QN98,2015-03-15,5.0,,,,,
uber,QN98,2015-03-16,3.0,,,,,
uber,QN98,2015-03-17,1.0,,,,,
uber,QN98,2015-03-18,4.0,,,,,
uber,QN98,2015-03-19,5.0,,,,,
uber,QN98,2015-03-20,6.0,,,,,
uber,QN98,2015-03-21,4.0,,,,,
uber,QN98,2015-03-22,4.0,,,,,
uber,QN98,2015-03-23,4.0,,,,,
uber,QN98,2015-03-24,4.0,,,,,
uber,QN98,2015-03-25,3.0,,,,,
uber,QN98,2015-03-26,1.0,,,,,
uber,QN98,2015-03-27,5.0,,,,,
uber,QN98,2015-03-28,5.0,,,,,
uber,QN98,2015-03-29,7.0,,,,,
uber,QN98,2015-03-30,4.0,,,,,
uber,QN98,2015-03-31,3.0,,,,,
uber,QN98,2015-04-01,1.0,,,,,
uber,QN98,2015-04-02,4.0,,,,,
uber,QN98,2015-04-03,2.0,,,,,
uber,QN98,2015-04-04,1.0,,,,,
uber,QN98,2015-04-05,7.0,,,,,
uber,QN98,2015-04-06,5.0,,,,,
uber,QN98,2015-04-07,3.0,,,,,
uber,QN98,2015-04-08,1.0,,,,,
uber,QN98,2015-04-09,3.0,,,,,
uber,QN98,2015-04-10,2.0,,,,,
uber,QN98,2015-04-11,4.0,,,,,
uber,QN98,2015-04-12,3.0,,,,,
uber,QN98,2015-04-13,6.0,,,,,
uber,QN98,2015-04-14,2.0,,,,,
uber,QN98,2015-04-15,7.0,,,,,
uber,QN98,2015-04-16,2.0,,,,,
uber,QN98,2015-04-17,7.0,,,,,
uber,QN98,2015-04-19,5.0,,,,,
uber,QN98,2015-04-20,4.0,,,,,
uber,QN98,2015-04-21,2.0,,,,,
uber,QN98,2015-04-22,1.0,,,,,
uber,QN98,2015-04-23,4.0,,,,,
uber,QN98,2015-04-24,2.0,,,,,
uber,QN98,2015-04-25,2.0,,,,,
uber,QN98,2015-04-27,5.0,,,,,
uber,QN98,2015-04-28,5.0,,,,,
uber,QN98,2015-04-29,6.0,,,,,
uber,QN98,2015-04-30,1.0,,,,,
uber,QN98,2015-05-01,3.0,,,,,
uber,QN98,2015-05-02,1.0,,,,,
uber,QN98,2015-05-03,6.0,,,,,
uber,QN98,2015-05-04,2.0,,,,,
uber,QN98,2015-05-05,1.0,,,,,
uber,QN98,2015-05-06,4.0,,,,,
uber,QN98,2015-05-07,4.0,,,,,
uber,QN98,2015-05-08,5.0,,,,,
uber,QN98,2015-05-09,6.0,,,,,
uber,QN98,2015-05-10,3.0,,,,,
uber,QN98,2015-05-11,3.0,,,,,
uber,QN98,2015-05-12,7.0,,,,,
uber,QN98,2015-05-13,7.0,,,,,
uber,QN98,2015-05-14,5.0,,,,,
uber,QN98,2015-05-15,1.0,,,,,
uber,QN98,2015-05-16,2.0,,,,,
uber,QN98,2015-05-17,9.0,,,,,
uber,QN98,2015-05-18,7.0,,,,,
uber,QN98,2015-05-19,10.0,,,,,
uber,QN98,2015-05-20,6.0,,,,,
uber,QN98,2015-05-21,5.0,,,,,
uber,QN98,2015-05-22,7.0,,,,,
uber,QN98,2015-05-23,1.0,,,,,
uber,QN98,2015-05-24,2.0,,,,,
uber,QN98,2015-05-25,2.0,,,,,
uber,QN98,2015-05-26,3.0,,,,,
uber,QN98,2015-05-27,2.0,,,,,
uber,QN98,2015-05-28,6.0,,,,,
uber,QN98,2015-05-29,3.0,,,,,
uber,QN98,2015-05-30,3.0,,,,,
uber,QN98,2015-05-31,3.0,,,,,
uber,QN98,2015-06-01,8.0,,,,,
uber,QN98,2015-06-02,2.0,,,,,
uber,QN98,2015-06-03,4.0,,,,,
uber,QN98,2015-06-04,4.0,,,,,
uber,QN98,2015-06-05,6.0,,,,,
uber,QN98,2015-06-06,2.0,,,,,
uber,QN98,2015-06-07,6.0,,,,,
uber,QN98,2015-06-08,2.0,,,,,
uber,QN98,2015-06-09,1.0,,,,,
uber,QN98,2015-06-10,2.0,,,,,
uber,QN98,2015-06-11,4.0,,,,,
uber,QN98,2015-06-12,2.0,,,,,
uber,QN98,2015-06-13,2.0,,,,,
uber,QN98,2015-06-14,3.0,,,,,
uber,QN98,2015-06-15,2.0,,,,,
uber,QN98,2015-06-16,2.0,,,,,
uber,QN98,2015-06-17,3.0,,,,,
uber,QN98,2015-06-18,6.0,,,,,
uber,QN98,2015-06-19,5.0,,,,,
uber,QN98,2015-06-21,5.0,,,,,
uber,QN98,2015-06-22,4.0,,,,,
uber,QN98,2015-06-23,8.0,,,,,
uber,QN98,2015-06-24,4.0,,,,,
uber,QN98,2015-06-25,6.0,,,,,
uber,QN98,2015-06-26,2.0,,,,,
uber,QN98,2015-06-27,1.0,,,,,
uber,QN98,2015-06-28,2.0,,,,,
uber,QN98,2015-06-29,3.0,,,,,
uber,QN98,2015-06-30,2.0,,,,,
uber,SI24,2015-01-15,1.0,7.3,80761.0,43.0,11300.0,30714.0
uber,SI24,2015-02-05,1.0,7.3,80761.0,43.0,11300.0,30714.0
uber,SI24,2015-02-25,1.0,7.3,80761.0,43.0,11300.0,30714.0
uber,SI24,2015-06-18,1.0,7.3,80761.0,43.0,11300.0,30714.0
uber,SI48,2015-06-20,1.0,21.8,89570.0,39.0,8960.0,25238.0
green,BK09,2014-04-01,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-04-03,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-04-04,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-04-05,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-04-07,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-04-09,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-04-10,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-04-13,3.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-04-15,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-04-18,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-04-21,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-04-25,3.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-04-26,2.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-04-29,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-04-30,2.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-05-01,2.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-05-03,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-05-06,2.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-05-07,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-05-09,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-05-10,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-05-11,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-05-12,2.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-05-15,2.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-05-16,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-05-17,3.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-05-18,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-05-20,2.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-05-22,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-05-23,2.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-05-26,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-05-27,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-05-28,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-05-29,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-05-30,2.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-06-02,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-06-05,2.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-06-07,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-06-08,2.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-06-09,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-06-10,2.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-06-13,2.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-06-14,2.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-06-17,2.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-06-18,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-06-19,2.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-06-20,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-06-21,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-06-22,2.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-06-24,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-06-25,1.0,97.0,105398.0,37.0,11036.0,22887.0
green,BK09,2014-06-28,1.0,97.0,105398.0,37.0,11036.0,22887.0
